"year","zone","birthweight","measure","value"
"2011-2013","S01001804","Low Weight Births","Ratio",0
"2007-2009","S01001804","Low Weight Births","Ratio",0
"2008-2010","S01001804","Low Weight Births","Ratio","3.85"
"2000-2002","S01001804","Low Weight Births","Ratio","2.7"
"2001-2003","S01001804","Low Weight Births","Ratio",0
"2002-2004","S01001804","Low Weight Births","Ratio",0
"2003-2005","S01001804","Low Weight Births","Ratio",0
"2009-2011","S01001804","Low Weight Births","Ratio","3.45"
"2004-2006","S01001804","Low Weight Births","Ratio",0
"2007-2009","S01001805","Live Singleton Births","Count",20
"2008-2010","S01001805","Live Singleton Births","Count",20
"2001-2003","S01001805","Low Weight Births","Count",0
"2002-2004","S01001805","Low Weight Births","Count",0
"2009-2011","S01001805","Low Weight Births","Count",0
"2009-2011","S01001805","Live Singleton Births","Count",17
"2003-2005","S01001805","Low Weight Births","Count",0
"2010-2012","S01001805","Live Singleton Births","Count",15
"2000-2002","S01001805","Live Singleton Births","Count",18
"2004-2006","S01001805","Low Weight Births","Count",0
"2010-2012","S01001805","Low Weight Births","Count",0
"2011-2013","S01001805","Live Singleton Births","Count",17
"2001-2003","S01001805","Live Singleton Births","Count",13
"2005-2007","S01001805","Low Weight Births","Count",0
"2002-2004","S01001805","Live Singleton Births","Count",13
"2011-2013","S01001805","Low Weight Births","Count",0
"2003-2005","S01001805","Live Singleton Births","Count",15
"2006-2008","S01001805","Low Weight Births","Count",0
"2004-2006","S01001805","Live Singleton Births","Count",19
"2007-2009","S01001805","Low Weight Births","Count",0
"2005-2007","S01001805","Live Singleton Births","Count",17
"2000-2002","S01001805","Low Weight Births","Count",0
"2008-2010","S01001805","Low Weight Births","Count",0
"2006-2008","S01001805","Live Singleton Births","Count",20
"2010-2012","S01001805","Low Weight Births","Ratio",0
"2005-2007","S01001805","Low Weight Births","Ratio",0
"2006-2008","S01001805","Low Weight Births","Ratio",0
"2011-2013","S01001805","Low Weight Births","Ratio",0
"2007-2009","S01001805","Low Weight Births","Ratio",0
"2008-2010","S01001805","Low Weight Births","Ratio",0
"2000-2002","S01001805","Low Weight Births","Ratio",0
"2001-2003","S01001805","Low Weight Births","Ratio",0
"2002-2004","S01001805","Low Weight Births","Ratio",0
"2003-2005","S01001805","Low Weight Births","Ratio",0
"2009-2011","S01001805","Low Weight Births","Ratio",0
"2004-2006","S01001805","Low Weight Births","Ratio",0
"2007-2009","S01001806","Live Singleton Births","Count",13
"2008-2010","S01001806","Live Singleton Births","Count",16
"2001-2003","S01001806","Low Weight Births","Count",0
"2002-2004","S01001806","Low Weight Births","Count",0
"2009-2011","S01001806","Low Weight Births","Count",0
"2009-2011","S01001806","Live Singleton Births","Count",17
"2003-2005","S01001806","Low Weight Births","Count",1
"2010-2012","S01001806","Live Singleton Births","Count",15
"2000-2002","S01001806","Live Singleton Births","Count",14
"2004-2006","S01001806","Low Weight Births","Count",1
"2010-2012","S01001806","Low Weight Births","Count",0
"2011-2013","S01001806","Live Singleton Births","Count",13
"2001-2003","S01001806","Live Singleton Births","Count",13
"2005-2007","S01001806","Low Weight Births","Count",1
"2002-2004","S01001806","Live Singleton Births","Count",13
"2011-2013","S01001806","Low Weight Births","Count",0
"2003-2005","S01001806","Live Singleton Births","Count",12
"2006-2008","S01001806","Low Weight Births","Count",0
"2004-2006","S01001806","Live Singleton Births","Count",15
"2007-2009","S01001806","Low Weight Births","Count",0
"2005-2007","S01001806","Live Singleton Births","Count",11
"2000-2002","S01001806","Low Weight Births","Count",0
"2008-2010","S01001806","Low Weight Births","Count",0
"2006-2008","S01001806","Live Singleton Births","Count",14
"2010-2012","S01001806","Low Weight Births","Ratio",0
"2005-2007","S01001806","Low Weight Births","Ratio","9.09"
"2006-2008","S01001806","Low Weight Births","Ratio",0
"2011-2013","S01001806","Low Weight Births","Ratio",0
"2007-2009","S01001806","Low Weight Births","Ratio",0
"2008-2010","S01001806","Low Weight Births","Ratio",0
"2000-2002","S01001806","Low Weight Births","Ratio",0
"2001-2003","S01001806","Low Weight Births","Ratio",0
"2002-2004","S01001806","Low Weight Births","Ratio",0
"2003-2005","S01001806","Low Weight Births","Ratio","8.33"
"2009-2011","S01001806","Low Weight Births","Ratio",0
"2004-2006","S01001806","Low Weight Births","Ratio","6.67"
"2007-2009","S01001807","Live Singleton Births","Count",19
"2008-2010","S01001807","Live Singleton Births","Count",21
"2001-2003","S01001807","Low Weight Births","Count",0
"2002-2004","S01001807","Low Weight Births","Count",0
"2009-2011","S01001807","Low Weight Births","Count",1
"2009-2011","S01001807","Live Singleton Births","Count",17
"2003-2005","S01001807","Low Weight Births","Count",0
"2010-2012","S01001807","Live Singleton Births","Count",13
"2000-2002","S01001807","Live Singleton Births","Count",15
"2004-2006","S01001807","Low Weight Births","Count",0
"2010-2012","S01001807","Low Weight Births","Count",0
"2011-2013","S01001807","Live Singleton Births","Count",16
"2001-2003","S01001807","Live Singleton Births","Count",13
"2005-2007","S01001807","Low Weight Births","Count",0
"2002-2004","S01001807","Live Singleton Births","Count",14
"2011-2013","S01001807","Low Weight Births","Count",0
"2003-2005","S01001807","Live Singleton Births","Count",12
"2006-2008","S01001807","Low Weight Births","Count",0
"2004-2006","S01001807","Live Singleton Births","Count",14
"2007-2009","S01001807","Low Weight Births","Count",1
"2005-2007","S01001807","Live Singleton Births","Count",11
"2000-2002","S01001807","Low Weight Births","Count",0
"2008-2010","S01001807","Low Weight Births","Count",1
"2006-2008","S01001807","Live Singleton Births","Count",15
"2010-2012","S01001807","Low Weight Births","Ratio",0
"2005-2007","S01001807","Low Weight Births","Ratio",0
"2006-2008","S01001807","Low Weight Births","Ratio",0
"2011-2013","S01001807","Low Weight Births","Ratio",0
"2007-2009","S01001807","Low Weight Births","Ratio","5.26"
"2008-2010","S01001807","Low Weight Births","Ratio","4.76"
"2000-2002","S01001807","Low Weight Births","Ratio",0
"2001-2003","S01001807","Low Weight Births","Ratio",0
"2002-2004","S01001807","Low Weight Births","Ratio",0
"2003-2005","S01001807","Low Weight Births","Ratio",0
"2009-2011","S01001807","Low Weight Births","Ratio","5.88"
"2004-2006","S01001807","Low Weight Births","Ratio",0
"2007-2009","S01001808","Live Singleton Births","Count",14
"2008-2010","S01001808","Live Singleton Births","Count",18
"2001-2003","S01001808","Low Weight Births","Count",1
"2002-2004","S01001808","Low Weight Births","Count",0
"2009-2011","S01001808","Low Weight Births","Count",0
"2009-2011","S01001808","Live Singleton Births","Count",24
"2003-2005","S01001808","Low Weight Births","Count",0
"2010-2012","S01001808","Live Singleton Births","Count",26
"2000-2002","S01001808","Live Singleton Births","Count",20
"2004-2006","S01001808","Low Weight Births","Count",0
"2010-2012","S01001808","Low Weight Births","Count",1
"2011-2013","S01001808","Live Singleton Births","Count",21
"2001-2003","S01001808","Live Singleton Births","Count",20
"2005-2007","S01001808","Low Weight Births","Count",2
"2002-2004","S01001808","Live Singleton Births","Count",17
"2011-2013","S01001808","Low Weight Births","Count",1
"2003-2005","S01001808","Live Singleton Births","Count",19
"2006-2008","S01001808","Low Weight Births","Count",2
"2004-2006","S01001808","Live Singleton Births","Count",22
"2007-2009","S01001808","Low Weight Births","Count",2
"2005-2007","S01001808","Live Singleton Births","Count",23
"2000-2002","S01001808","Low Weight Births","Count",1
"2008-2010","S01001808","Low Weight Births","Count",0
"2006-2008","S01001808","Live Singleton Births","Count",16
"2010-2012","S01001808","Low Weight Births","Ratio","3.85"
"2005-2007","S01001808","Low Weight Births","Ratio","8.7"
"2006-2008","S01001808","Low Weight Births","Ratio","12.5"
"2011-2013","S01001808","Low Weight Births","Ratio","4.76"
"2007-2009","S01001808","Low Weight Births","Ratio","14.29"
"2008-2010","S01001808","Low Weight Births","Ratio",0
"2000-2002","S01001808","Low Weight Births","Ratio",5
"2001-2003","S01001808","Low Weight Births","Ratio",5
"2002-2004","S01001808","Low Weight Births","Ratio",0
"2003-2005","S01001808","Low Weight Births","Ratio",0
"2009-2011","S01001808","Low Weight Births","Ratio",0
"2004-2006","S01001808","Low Weight Births","Ratio",0
"2007-2009","S01001809","Live Singleton Births","Count",52
"2008-2010","S01001809","Live Singleton Births","Count",53
"2001-2003","S01001809","Low Weight Births","Count",0
"2002-2004","S01001809","Low Weight Births","Count",0
"2009-2011","S01001809","Low Weight Births","Count",1
"2009-2011","S01001809","Live Singleton Births","Count",61
"2003-2005","S01001809","Low Weight Births","Count",0
"2010-2012","S01001809","Live Singleton Births","Count",60
"2000-2002","S01001809","Live Singleton Births","Count",39
"2004-2006","S01001809","Low Weight Births","Count",1
"2010-2012","S01001809","Low Weight Births","Count",1
"2011-2013","S01001809","Live Singleton Births","Count",62
"2001-2003","S01001809","Live Singleton Births","Count",30
"2005-2007","S01001809","Low Weight Births","Count",2
"2002-2004","S01001809","Live Singleton Births","Count",38
"2011-2013","S01001809","Low Weight Births","Count",3
"2003-2005","S01001809","Live Singleton Births","Count",40
"2006-2008","S01001809","Low Weight Births","Count",4
"2004-2006","S01001809","Live Singleton Births","Count",44
"2007-2009","S01001809","Low Weight Births","Count",3
"2005-2007","S01001809","Live Singleton Births","Count",42
"2000-2002","S01001809","Low Weight Births","Count",0
"2008-2010","S01001809","Low Weight Births","Count",2
"2006-2008","S01001809","Live Singleton Births","Count",48
"2010-2012","S01001809","Low Weight Births","Ratio","1.67"
"2005-2007","S01001809","Low Weight Births","Ratio","4.76"
"2006-2008","S01001809","Low Weight Births","Ratio","8.33"
"2011-2013","S01001809","Low Weight Births","Ratio","4.84"
"2007-2009","S01001809","Low Weight Births","Ratio","5.77"
"2008-2010","S01001809","Low Weight Births","Ratio","3.77"
"2000-2002","S01001809","Low Weight Births","Ratio",0
"2001-2003","S01001809","Low Weight Births","Ratio",0
"2002-2004","S01001809","Low Weight Births","Ratio",0
"2003-2005","S01001809","Low Weight Births","Ratio",0
"2009-2011","S01001809","Low Weight Births","Ratio","1.64"
"2004-2006","S01001809","Low Weight Births","Ratio","2.27"
"2007-2009","S01001810","Live Singleton Births","Count",24
"2008-2010","S01001810","Live Singleton Births","Count",23
"2001-2003","S01001810","Low Weight Births","Count",1
"2002-2004","S01001810","Low Weight Births","Count",1
"2009-2011","S01001810","Low Weight Births","Count",0
"2009-2011","S01001810","Live Singleton Births","Count",20
"2003-2005","S01001810","Low Weight Births","Count",1
"2010-2012","S01001810","Live Singleton Births","Count",18
"2000-2002","S01001810","Live Singleton Births","Count",25
"2004-2006","S01001810","Low Weight Births","Count",0
"2010-2012","S01001810","Low Weight Births","Count",0
"2011-2013","S01001810","Live Singleton Births","Count",15
"2001-2003","S01001810","Live Singleton Births","Count",21
"2005-2007","S01001810","Low Weight Births","Count",0
"2002-2004","S01001810","Live Singleton Births","Count",19
"2011-2013","S01001810","Low Weight Births","Count",0
"2003-2005","S01001810","Live Singleton Births","Count",19
"2006-2008","S01001810","Low Weight Births","Count",0
"2004-2006","S01001810","Live Singleton Births","Count",21
"2007-2009","S01001810","Low Weight Births","Count",0
"2005-2007","S01001810","Live Singleton Births","Count",22
"2000-2002","S01001810","Low Weight Births","Count",0
"2008-2010","S01001810","Low Weight Births","Count",0
"2006-2008","S01001810","Live Singleton Births","Count",23
"2010-2012","S01001810","Low Weight Births","Ratio",0
"2005-2007","S01001810","Low Weight Births","Ratio",0
"2006-2008","S01001810","Low Weight Births","Ratio",0
"2011-2013","S01001810","Low Weight Births","Ratio",0
"2007-2009","S01001810","Low Weight Births","Ratio",0
"2008-2010","S01001810","Low Weight Births","Ratio",0
"2000-2002","S01001810","Low Weight Births","Ratio",0
"2001-2003","S01001810","Low Weight Births","Ratio","4.76"
"2002-2004","S01001810","Low Weight Births","Ratio","5.26"
"2003-2005","S01001810","Low Weight Births","Ratio","5.26"
"2009-2011","S01001810","Low Weight Births","Ratio",0
"2004-2006","S01001810","Low Weight Births","Ratio",0
"2007-2009","S01001811","Live Singleton Births","Count",11
"2008-2010","S01001811","Live Singleton Births","Count",12
"2001-2003","S01001811","Low Weight Births","Count",0
"2002-2004","S01001811","Low Weight Births","Count",0
"2009-2011","S01001811","Low Weight Births","Count",0
"2009-2011","S01001811","Live Singleton Births","Count",9
"2003-2005","S01001811","Low Weight Births","Count",0
"2010-2012","S01001811","Live Singleton Births","Count",9
"2000-2002","S01001811","Live Singleton Births","Count",14
"2004-2006","S01001811","Low Weight Births","Count",0
"2010-2012","S01001811","Low Weight Births","Count",0
"2011-2013","S01001811","Live Singleton Births","Count",9
"2001-2003","S01001811","Live Singleton Births","Count",9
"2005-2007","S01001811","Low Weight Births","Count",0
"2002-2004","S01001811","Live Singleton Births","Count",8
"2011-2013","S01001811","Low Weight Births","Count",0
"2003-2005","S01001811","Live Singleton Births","Count",9
"2006-2008","S01001811","Low Weight Births","Count",0
"2004-2006","S01001811","Live Singleton Births","Count",12
"2007-2009","S01001811","Low Weight Births","Count",0
"2005-2007","S01001811","Live Singleton Births","Count",9
"2000-2002","S01001811","Low Weight Births","Count",0
"2008-2010","S01001811","Low Weight Births","Count",0
"2006-2008","S01001811","Live Singleton Births","Count",12
"2010-2012","S01001811","Low Weight Births","Ratio",0
"2005-2007","S01001811","Low Weight Births","Ratio",0
"2006-2008","S01001811","Low Weight Births","Ratio",0
"2011-2013","S01001811","Low Weight Births","Ratio",0
"2007-2009","S01001811","Low Weight Births","Ratio",0
"2008-2010","S01001811","Low Weight Births","Ratio",0
"2000-2002","S01001811","Low Weight Births","Ratio",0
"2001-2003","S01001811","Low Weight Births","Ratio",0
"2002-2004","S01001811","Low Weight Births","Ratio",0
"2003-2005","S01001811","Low Weight Births","Ratio",0
"2009-2011","S01001811","Low Weight Births","Ratio",0
"2004-2006","S01001811","Low Weight Births","Ratio",0
"2007-2009","S01001812","Live Singleton Births","Count",25
"2008-2010","S01001812","Live Singleton Births","Count",24
"2001-2003","S01001812","Low Weight Births","Count",0
"2002-2004","S01001812","Low Weight Births","Count",0
"2009-2011","S01001812","Low Weight Births","Count",0
"2009-2011","S01001812","Live Singleton Births","Count",14
"2003-2005","S01001812","Low Weight Births","Count",0
"2010-2012","S01001812","Live Singleton Births","Count",14
"2000-2002","S01001812","Live Singleton Births","Count",12
